TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1611661313,2024,10,Jonquel Jones,Jonquel,jonquel-jones,35,C,6-6,215,"JAN 05, 1994",30.0,7,George Washington,1627673,
1611661313,2024,10,Betnijah Laney-Hamilton,Betnijah,betnijah-laney-hamilton,44,G-F,6-0,166,"OCT 29, 1993",31.0,8,Rutgers,204335,
1611661317,2024,10,Natasha Cloud,Natasha,natasha-cloud,0,G,5-10,160,"FEB 22, 1992",32.0,8,St. Joseph's (PA),204333,
1611661317,2024,10,Kahleah Copper,Kahleah,kahleah-copper,2,G-F,6-1,165,"AUG 28, 1994",30.0,8,Rutgers,1627674,
1611661317,2024,10,Diana Taurasi,Diana,diana-taurasi,3,G,6-0,163,"JUN 11, 1982",42.0,19,Connecticut,100940,
1611661317,2024,10,Natasha Mack,Natasha,natasha-mack,4,F,6-3,182,"NOV 03, 1997",27.0,1,Oklahoma State,1630442,
1611661317,2024,10,Amy Atwell,Amy,amy-atwell,8,G,6-0,165,"JUN 30, 1998",26.0,1,Hawaii,1631056,
1611661317,2024,10,Sophie Cunningham,Sophie,sophie-cunningham,9,G,6-1,170,"AUG 16, 1996",28.0,5,Missouri,1629482,
1611661317,2024,10,Rebecca Allen,Rebecca,rebecca-allen,11,F-G,6-2,162,"NOV 06, 1992",32.0,8,Melbourne,204296,
1611661317,2024,10,Celeste Taylor,Celeste,celeste-taylor,12,G,5-11,167,"JUN 20, 2001",23.0,R,Ohio State,1642298,
1611661317,2024,10,Mikiah Herbert Harrigan,Mikiah,mikiah-herbert-harrigan,21,F,6-2,152,"AUG 21, 1998",26.0,2,South Carolina,1630114,
1611661317,2024,10,Charisma Osborne,Charisma,charisma-osborne,24,G,5-9,166,"JUL 03, 2001",23.0,R,UCLA,1642294,
1611661317,2024,10,Monique Billings,Monique,monique-billings,25,F,6-4,192,"MAY 02, 1996",28.0,6,UCLA,1628881,
1611661317,2024,10,Brittney Griner,Brittney,brittney-griner,42,C,6-9,205,"OCT 18, 1990",34.0,10,Baylor,203398,
1611661328,2024,10,Nika Mühl,Nika,nika-mühl,1,G,6-0,156,"APR 09, 2001",23.0,R,Connecticut,1642299,
1611661328,2024,10,Nneka Ogwumike,Nneka,nneka-ogwumike,3,F,6-2,190,"JUL 02, 1990",34.0,12,Stanford,203014,
1611661328,2024,10,Skylar Diggins-Smith,Skylar,skylar-diggins-smith,4,G,5-9,140,"AUG 02, 1990",34.0,9,Notre Dame,203400,
1611661328,2024,10,Gabby Williams,Gabby,gabby-williams,5,F,5-11,172,"SEP 09, 1996",28.0,5,Connecticut,1628931,
1611661328,2024,10,Joyner Holmes,Joyner,joyner-holmes,8,F,6-3,210,"FEB 22, 1998",26.0,4,Texas-Austin,1630115,
1611661328,2024,10,Ezi Magbegor,Ezi,ezi-magbegor,13,F-C,6-4,181,"AUG 13, 1999",25.0,4,Melbourne,1629496,
1611661328,2024,10,Mercedes Russell,Mercedes,mercedes-russell,21,C,6-6,195,"JUL 27, 1995",29.0,6,Tennessee,1628920,
1611661328,2024,10,Jordan Horston,Jordan,jordan-horston,23,F,6-2,165,"MAY 21, 2001",23.0,1,Tennessee,1641651,
1611661328,2024,10,Jewell Loyd,Jewell,jewell-loyd,24,G,5-11,175,"OCT 05, 1993",31.0,9,Notre Dame,204319,
1611661328,2024,10,Sami Whitcomb,Sami,sami-whitcomb,32,G,5-10,149,"JUL 20, 1988",36.0,7,Washington,1628244,
1611661328,2024,10,Victoria Vivians,Victoria,victoria-vivians,35,G-F,6-1,197,"NOV 17, 1994",29.0,5,Mississippi State,1628927,
1611661322,2024,10,Shakira Austin,Shakira,shakira-austin,0,C-F,6-5,190,"JUL 25, 2000",24.0,2,Mississippi,1631022,
1611661322,2024,10,Sug Sutton,Sug,sug-sutton,1,G,5-8,140,"DEC 17, 1998",25.0,2,Texas-Austin,1630134,
1611661322,2024,10,Sika Koné,Sika,sika-koné,3,F,6-3,180,"JUL 13, 2002",22.0,1,Spain,1631021,
1611661322,2024,10,Jade Melbourne,Jade,jade-melbourne,5,G,5-10,145,"AUG 18, 2002",22.0,1,,1631141,
1611661322,2024,10,Ariel Atkins,Ariel,ariel-atkins,7,G,5-10,167,"JUL 30, 1996",28.0,6,Texas-Austin,1628878,
1611661322,2024,10,Brittney Sykes,Brittney,brittney-sykes,20,G,5-9,154,"FEB 07, 1994",30.0,7,Syracuse,1628279,
1611661322,2024,10,Emily Engstler,Emily,emily-engstler,21,F,6-1,180,"MAY 01, 2000",24.0,2,Louisville,1631083,
1611661322,2024,10,Aaliyah Edwards,Aaliyah,aaliyah-edwards,24,F,6-3,,"JUL 09, 2002",22.0,R,Connecticut,1642290,
1611661322,2024,10,Stefanie Dolson,Stefanie,stefanie-dolson,31,C,6-5,235,"JAN 08, 1992",32.0,10,Connecticut,203828,
1611661322,2024,10,Shatori Walker-Kimbrough,Shatori,shatori-walker-kimbrough,32,G,5-9,140,"MAY 18, 1995",29.0,7,Maryland,1628278,
1611661322,2024,10,Julie Vanloo,Julie,julie-vanloo,35,G,5-8,,"FEB 10, 1993",31.0,R,,1642210,
1611661322,2024,10,Karlie Samuelson,Karlie,karlie-samuelson,44,G,6-0,160,"MAY 10, 1995",29.0,5,Stanford,1628317,
